city ,AQI,precipitation,GDP,Temperature,Longititute,Latitude,Altitude,PopulationDensity,Coastal,GreenCoverageRate,Incineration(10000ton)
Baião,81,1068.6,5974.3,15.35,107.05,38.81,778.94,19279,0,31.75,376.28
Houzhai,25,1829.8,4316.39,29.63,91.19,46.54,713.79,21798,1,7.11,12.84
Requião,80,987.2,19981.38,5.49,120.81,40.53,1589.08,3670,1,51.49,333.84
Golubac,80,310.7,3822.32,3.85,121.32,35.92,2653.57,14346,0,17.43,383.66
Afareaitu,285,1279.3,2689.82,8.56,114.25,36.29,305.44,24257,1,67.22,606.89
Rouen,27,1176.1,1519.29,2.69,117.04,29.55,4156.85,19733,0,39.88,274.48
Manggissari,55,700.7,19823.49,21.53,115.12,39.68,1442.47,9874,0,56.7,163.14
Sudimanik,291,1336.5,14448.44,24.66,105.89,22.77,4387.09,8400,1,61.77,172.45
Grevená,58,956.0,2979.13,24.65,98.75,41.0,897.69,5794,1,68.23,604.96
Třešť,92,1247.8,19768.01,22.76,83.68,40.36,3648.32,15698,1,13.16,90.17
Jutrosin,149,452.2,13709.23,13.29,101.93,25.5,4248.2,11225,0,10.22,94.71
Bachuan,211,1632.4,22740.28,0.37,92.7,48.78,4215.73,12242,1,48.93,687.7
Neni,129,735.2,18203.18,26.14,100.11,26.16,3945.35,20058,0,72.02,286.12
Särkisalo,27,795.7,16046.85,4.23,128.95,23.75,2823.42,25579,1,33.65,203.03
Pital,142,1810.2,21887.01,25.13,103.5,20.38,2710.54,18350,1,62.41,356.94
Nantes,25,879.7,456.06,21.76,94.66,31.66,3722.47,15912,0,66.3,630.22
Deje,92,691.0,628.28,29.0,103.82,29.41,1616.84,6775,0,72.32,23.95
Paris 05,274,1846.6,23250.47,15.27,81.63,47.09,1369.73,15642,0,61.78,230.1
Longos,194,881.8,17231.02,28.36,124.07,44.37,1112.02,725,1,19.41,346.57
Kunwi,224,2008.7,17220.62,17.76,123.42,38.42,2667.78,7863,1,61.53,184.28
Thomazeau,109,1958.5,13067.14,1.66,98.58,19.8,1822.28,6060,0,61.75,252.6
Boco,257,192.8,14526.08,1.48,120.68,37.48,1078.31,4363,0,67.89,637.64
Ambat,293,1506.8,7506.91,3.06,125.48,40.59,3534.52,22488,0,64.31,386.03
Dayr Mawās,217,542.9,21575.81,24.88,110.16,39.45,3561.05,5773,1,22.77,366.95
Grand-Bassam,122,81.7,266.21,16.55,117.67,34.55,2334.23,21387,1,9.27,482.17
Umeå,241,81.5,3618.28,1.6,108.46,42.65,2605.97,9320,0,69.94,126.76
Santa Clara,140,226.9,9076.17,14.24,91.42,21.34,439.2,6303,1,47.38,344.07
Xibër-Murrizë,299,653.8,18607.13,0.56,125.2,28.15,2099.12,3214,0,14.59,323.84
Dingjiayao,240,785.0,7635.06,11.41,101.2,46.39,432.98,14080,0,55.81,41.81
Jiangya,137,2340.0,18571.86,3.24,84.74,35.72,3077.31,7587,1,35.54,557.13
Mosjøen,60,201.9,206.54,25.67,115.28,34.9,3070.54,16015,0,29.92,375.86
Los Santos,251,1796.6,21655.39,12.27,106.91,27.73,3722.73,18959,0,51.68,79.37
Nowe Brzesko,289,1488.0,20371.66,1.47,98.38,47.15,1824.45,17329,0,47.28,29.18
Limoeiro do Ajuru,212,1180.3,4413.66,2.35,127.35,31.57,1387.24,7161,0,30.89,9.48
Yurovka,280,2070.1,9256.81,27.61,81.84,30.6,1688.46,16423,1,22.97,523.11
Karmaskaly,140,2038.1,19016.1,27.8,81.75,26.37,900.05,24445,1,27.2,683.42
Frederiksberg,238,1904.7,4920.65,21.13,90.95,21.54,2963.3,21202,0,15.56,269.47
Tohong,204,808.3,13171.78,1.87,121.32,19.28,2911.07,18343,1,41.71,483.71
Shuiquan,52,2361.0,10491.12,19.34,128.85,25.66,4249.58,4821,1,52.12,470.38
Amparafaravola,110,1475.0,19765.14,11.12,125.69,23.2,3181.01,23007,1,60.14,354.91
Sukowono,275,398.9,705.42,19.89,86.97,23.72,1065.28,21290,0,30.44,213.38
Töreboda,146,2167.4,17005.22,12.67,94.32,30.33,612.03,10250,0,24.24,321.11
Palilula,219,1071.7,8785.03,8.54,117.14,38.79,2205.67,9427,0,18.12,661.09
Isdalstø,202,1007.3,17988.69,19.35,105.58,38.65,4490.28,11666,1,29.09,615.42
Dallas,274,1837.7,24273.57,3.72,110.01,26.85,1608.69,19682,0,57.85,455.18
Santa Rosa,146,814.1,7245.11,10.57,81.71,49.22,1261.36,15732,1,10.89,682.69
Piuí,217,928.3,7633.2,17.83,104.87,32.32,260.63,20385,1,52.14,55.4
Krajan,94,238.3,21843.98,22.46,97.65,46.94,437.46,10905,1,61.91,394.67
Paraisópolis,172,660.3,17093.4,8.73,96.71,38.74,1943.34,21898,0,64.5,568.75
Yangiqo‘rg‘on,189,795.2,8410.49,4.65,93.67,27.07,4427.13,17678,1,51.68,230.67
Saltsjö-Boo,160,1365.3,20908.99,21.07,94.27,28.83,653.72,18345,0,22.25,528.68
Tawen Aobao,74,922.9,1015.44,24.58,111.41,41.95,2330.99,17260,0,33.09,596.87
Gainesville,121,62.0,1585.12,8.22,129.92,47.55,918.15,6809,1,19.06,477.84
Watuagung,171,943.2,8925.74,22.65,102.47,24.56,1469.66,19119,1,21.33,127.2
Dadapan,82,2169.6,10328.0,15.44,108.43,38.0,2760.58,13555,1,32.68,344.3
Ouro Branco,196,1231.8,11551.07,24.72,100.72,25.22,1586.74,1694,0,40.2,240.38
Krasnolesnyy,111,1973.9,21244.95,13.64,95.63,26.3,2611.41,21256,1,38.59,451.05
Gornje Moštre,277,353.6,21515.06,23.51,100.76,21.36,1318.33,15510,1,62.14,316.39
Pillpinto,139,911.6,20094.73,7.39,120.0,18.01,1601.47,24820,0,22.79,179.96
Taipei,104,2346.8,13222.67,17.97,117.99,45.11,3094.98,20869,0,12.51,176.57
Jiangyin,80,1587.3,980.37,14.35,93.02,36.36,811.54,23426,1,7.31,17.55
Knoxville,141,351.0,3370.04,29.74,115.61,46.2,413.63,25671,1,68.5,585.18
Sheshory,151,1078.3,22797.5,5.04,116.53,28.06,862.12,3514,1,57.72,567.1
Balakasap,132,1476.1,14582.99,28.53,111.57,19.45,2378.88,8307,1,48.05,372.64
San Carlos de Bariloche,191,69.1,11941.19,2.14,115.06,26.01,2088.84,16226,0,68.89,65.63
Pining,141,1261.1,18952.42,4.86,91.28,29.49,2527.93,9388,0,29.82,246.98
Guandu,267,216.7,7127.94,2.51,82.79,29.67,3674.07,7182,1,15.92,92.47
Bantal,126,837.6,18620.75,20.49,112.35,34.6,1566.09,19212,0,18.82,288.06
Arnhem,277,981.8,23911.9,2.48,96.56,29.11,2700.62,756,0,32.67,274.8
Sarrebourg,161,2103.0,7244.4,15.44,118.31,19.55,34.62,19561,0,7.82,315.1
Telangi Satu,100,185.0,12912.72,21.03,94.32,29.47,556.23,9540,1,51.68,9.89
Dalovice,161,1342.9,9213.05,5.2,110.36,19.71,1773.16,25366,0,18.31,685.84
Všemina,142,1697.3,3709.13,7.57,80.94,41.94,4339.04,21374,1,41.06,209.94
Fenshui,140,463.6,5247.24,26.98,109.01,44.47,3910.01,1054,1,56.78,258.58
Lepaterique,265,1087.7,20078.06,0.13,86.3,33.65,3352.11,4156,1,52.28,231.95
Mysiadło,192,2305.5,12709.57,9.09,128.76,20.05,3729.3,20165,1,38.25,89.01
Aroa,191,701.3,8062.26,25.79,107.36,25.68,3300.43,6350,1,14.71,580.24
Tangba,232,122.4,20986.99,12.87,105.44,38.66,2741.26,2291,0,26.2,180.16
Sungailiat,155,1156.8,10458.38,24.44,120.21,46.39,88.62,23982,0,72.91,9.24
Yangping,193,546.3,1649.23,12.84,100.95,30.72,4074.0,23280,1,9.48,95.55
Tëplaya Gora,256,1487.6,5826.0,27.63,128.75,32.81,4467.35,16328,1,7.97,467.55
Panoongan,70,1901.4,16336.35,28.9,82.6,27.15,936.4,4599,0,16.05,426.18
Cabanas de Viriato,48,2063.1,146.72,22.81,114.68,49.07,257.4,2013,0,58.08,537.43
Neyrīz,67,84.3,10555.93,27.9,95.53,18.44,1828.26,16324,0,59.14,258.72
Sangallaya,56,1966.0,9987.74,6.24,113.87,44.84,3333.47,23037,0,30.79,500.66
Gaogongdao,194,1488.6,23187.33,23.63,83.04,36.02,4281.98,16570,0,43.47,29.89
Mataya,179,1698.2,15512.04,18.99,98.54,49.83,4115.37,18097,1,55.18,348.06
Talisayan,217,809.3,16629.17,8.53,119.84,39.5,480.75,25473,0,18.15,629.57
Saraburi,257,513.6,14938.01,15.69,86.49,41.26,1583.5,1033,0,37.45,519.55
Cawalo,140,1812.9,23421.14,18.62,112.46,39.48,413.94,7465,1,27.78,214.35
Anren,116,2316.7,20484.98,19.49,89.01,37.55,4331.99,23354,0,66.71,599.93
Grzęska,65,612.7,18802.83,10.54,82.79,30.14,3601.46,25062,0,37.38,518.01
Kapenguria,276,1191.6,21597.91,22.83,116.92,35.74,2825.6,21758,1,48.01,612.17
Lianhua,43,1842.5,657.46,29.52,110.75,49.33,4343.79,6763,0,53.63,166.99
Pinheiral,294,739.9,2839.34,18.94,107.13,32.31,2514.44,4499,0,26.65,645.76
Salimbao,194,2278.9,22580.52,28.92,101.38,46.65,2671.2,20036,1,48.95,440.69
Taohuajiang,81,189.5,308.04,25.74,93.22,44.82,439.44,12223,0,51.49,17.63
Jīroft,227,2364.9,11609.29,24.9,87.52,44.6,1488.74,7650,1,51.78,155.51
El Salitre,203,582.7,16661.36,3.21,92.48,27.3,1493.67,19404,1,14.45,401.31
Lady Frere,144,933.5,13459.93,26.46,83.25,49.66,184.13,21978,1,50.22,475.57
Bumba,77,771.4,24962.41,7.91,84.61,36.59,2432.51,9396,1,11.8,443.19
Macaé,29,1492.8,6359.66,6.87,116.54,45.13,994.07,9539,1,60.96,316.88
Bayt ‘Ūr at Taḩtā,195,2004.1,7530.91,27.52,94.4,40.01,931.75,17415,0,35.71,244.69
Emin,257,1523.4,2971.93,23.94,124.08,46.87,717.98,21103,0,40.64,663.85
Pustomyty,86,1516.1,21363.9,14.6,112.88,23.44,2377.35,3958,0,61.28,640.38
Razumnoye,126,1471.2,12437.87,2.65,114.97,29.04,911.91,12100,0,65.51,439.08
Esperanza,102,261.1,3594.43,0.33,128.15,26.13,348.97,15984,0,45.3,366.62
Montpellier,205,1083.2,7091.51,10.45,119.46,35.99,3364.11,4785,1,22.12,579.93
Mapiripán,226,1650.3,635.03,0.6,92.01,21.44,949.22,964,0,20.14,85.83
Vitez,288,1267.1,173.36,20.21,108.51,29.79,2463.68,10208,1,70.68,365.54
Sokolov,35,794.3,12453.97,16.86,98.12,28.91,1634.16,15372,1,7.33,325.16
Jiworejo,126,1388.8,19521.29,2.59,83.1,20.05,1711.24,5171,1,41.77,151.69
Qiryat Motzkin,53,1624.6,5710.59,20.92,103.26,31.94,3957.43,21305,1,16.2,381.42
Pasanggrahan,108,2294.6,1737.1,11.22,116.79,39.12,2747.13,6634,0,63.98,308.56
San Nicolas,177,964.9,5594.68,4.6,96.51,45.93,4325.83,18,0,16.58,682.1
Kangān,260,1519.5,3094.46,6.73,108.98,30.79,22.45,2064,1,58.95,239.45
Tiandeng,88,490.6,11824.1,13.66,100.39,42.35,2971.65,16919,1,64.64,372.18
Langxi,230,1616.9,19335.06,2.71,101.02,28.56,3625.48,1200,1,10.14,418.07
Buffalo,232,1867.7,8824.93,22.97,86.27,35.65,1352.61,20027,0,51.9,390.53
Koffiefontein,251,1258.2,22593.96,27.97,99.28,43.91,3509.67,9434,0,51.54,507.5
Thạnh Mỹ,151,1631.2,24477.97,22.72,93.4,24.91,1876.77,3177,0,57.01,30.23
Chunjing,199,2213.3,8894.15,10.3,87.43,31.52,4407.27,16767,1,33.74,369.78
Taokeng,46,1357.1,1739.72,0.87,86.5,49.28,1896.69,21937,0,57.85,683.45
Nam Khun,102,1457.8,7909.24,13.1,92.1,18.52,4038.95,2616,0,74.18,253.28
Svetlograd,294,1461.7,11030.47,15.79,119.1,19.8,2281.33,7189,0,28.25,73.5
Yogyakarta,121,343.9,16361.1,20.64,116.35,29.85,1591.52,11603,0,8.7,690.09
Khāsh,76,328.0,12398.06,7.46,127.28,39.04,694.34,10634,0,17.39,513.08
Ewirgol,33,1777.0,784.58,1.69,107.56,25.41,3591.8,13657,0,19.22,128.1
Duobagou,74,1968.0,3339.57,6.03,98.14,37.87,1164.69,1574,0,72.7,424.76
Luoping,73,518.9,10678.63,9.33,96.64,48.36,2910.77,8206,0,37.71,91.94
Doumen,192,1687.4,6339.75,18.75,97.64,31.1,3802.03,21853,0,59.09,164.43
Funabashi,131,964.9,16634.71,27.34,127.03,42.71,2882.05,6257,0,33.66,165.47
Lizi,94,1854.4,3934.62,25.46,126.46,43.88,1057.13,23599,0,60.94,134.2
Escola,168,187.3,15278.24,17.05,107.02,41.37,2531.68,6066,0,24.34,578.15
Visconde do Rio Branco,265,563.0,17601.32,2.7,113.16,18.64,1397.36,13735,1,38.66,214.98
Terre Haute,151,433.1,1528.65,27.45,123.44,36.78,558.05,20737,1,55.96,643.71
Milot,61,515.1,3551.4,24.47,85.64,49.29,1821.51,1845,1,24.95,694.44
Bộc Bố,191,779.9,20670.08,9.72,93.44,30.19,1008.97,12525,0,47.09,297.26
Baruta,198,477.2,677.71,26.75,97.39,29.35,640.94,6334,1,45.56,532.04
Gorki Vtoryye,294,579.2,9106.09,20.89,86.38,20.94,311.95,8714,0,74.51,345.36
Anjani Barat,257,1045.8,3740.23,25.84,105.53,46.79,3714.26,15681,1,31.15,433.33
Peso da Régua,277,762.3,17281.35,24.4,125.67,25.83,971.54,18097,1,35.18,110.89
Kenamoen,55,1858.1,10646.68,25.21,125.01,21.87,2780.63,19224,0,21.38,402.94
Mełgiew,184,2370.7,21221.08,12.85,98.46,34.21,3774.83,14622,0,48.01,651.33
Xinchengpu,52,1454.7,13674.8,3.82,123.19,18.63,3677.57,4421,0,71.57,510.11
Arco de Baúlhe,202,531.5,21747.31,12.49,118.09,22.67,4149.41,321,0,67.96,675.51
Naukšēni,41,1572.6,11891.13,21.5,111.95,37.16,3717.08,17249,1,45.16,428.22
Ilihan,176,1744.7,17606.65,4.94,80.02,45.6,2718.29,16884,1,50.1,431.51
Guanzhuang,110,1405.9,7811.44,9.87,109.56,49.85,2487.87,11654,0,72.45,253.73
Norberg,85,1129.6,12145.23,25.61,120.76,28.84,3710.42,362,1,73.1,15.33
Farshūţ,279,525.6,21364.18,3.66,117.92,33.02,736.85,25834,0,50.18,526.82
Xingou,214,135.6,4827.95,7.32,103.57,30.82,2920.55,17417,1,35.15,595.36
Wongsorejo,108,809.6,14779.09,7.59,82.56,18.86,1198.86,7276,1,70.36,224.33
New Haven,146,1702.8,18617.22,21.35,112.89,31.43,1896.65,221,0,22.3,351.47
Kota Bharu,187,1221.2,17553.63,28.75,117.4,43.5,2698.91,2777,0,18.75,99.43
Wuku,292,1606.2,2878.68,17.7,126.45,33.54,445.68,18602,0,41.66,524.97
Kosonsoy Shahri,76,1578.2,4349.93,23.25,91.57,33.17,3127.59,5587,0,12.71,59.27
Ponte Nova,65,743.7,3647.69,21.71,89.24,44.9,2277.02,7423,1,28.39,413.89
Nueva Gorgona,64,2151.4,7785.56,27.07,93.67,18.76,131.71,3823,1,51.41,113.03
Qingtong,62,307.1,14852.5,28.21,122.75,31.1,1436.71,20519,0,44.44,159.94
Taguisa,269,1286.8,10724.12,9.01,119.02,40.29,3986.63,12297,0,39.82,203.22
Rachanie,77,1120.5,15894.07,27.49,108.18,38.13,4468.07,25124,1,54.2,264.8
Albardón,109,2342.1,7175.9,9.17,115.74,47.73,561.95,1983,0,32.15,346.92
Luoping,246,2310.4,9882.2,8.64,91.08,35.06,445.53,15088,0,47.17,342.1
Banjar Jagasatru,271,155.1,6653.42,20.88,82.68,39.23,3892.43,23092,0,61.78,26.26
Liljendal,146,734.2,1523.73,9.81,106.0,49.42,2074.2,5031,0,60.18,24.47
Wamba,64,1833.0,2710.19,20.65,98.4,27.53,3485.1,7414,0,13.31,57.45
Raemude,125,2139.3,12237.76,8.25,106.69,45.06,3592.5,19225,0,48.98,81.06
Szemud,30,2351.0,11410.42,12.94,85.7,38.66,3744.77,7709,1,56.37,403.05
Oslo,191,2102.3,20171.39,15.03,102.04,25.93,2245.22,17289,0,71.76,183.2
la Massana,121,2348.7,10317.41,26.91,107.88,25.23,2145.77,25123,1,13.75,277.53
Beslan,236,799.9,24186.3,7.68,120.13,41.41,4407.1,18242,0,29.59,329.91
Sari,88,670.5,12038.7,5.36,121.26,43.65,1599.3,10486,0,74.08,620.87
Houston,41,181.2,13773.12,16.1,111.81,24.26,3641.09,13462,1,31.27,621.18
Bolesławiec,24,839.1,20577.35,12.21,87.39,32.14,1171.64,18670,0,42.23,428.84
Popil'nya,268,2244.0,21769.36,13.42,104.96,46.64,4446.21,4642,1,51.35,616.77
Guojia,293,2206.0,23822.4,24.34,122.49,19.41,4118.99,12905,1,14.76,241.87
Dijon,100,1009.2,15554.04,13.22,85.67,31.63,4487.01,16410,1,57.81,163.79
Kudang,209,951.4,897.94,10.6,102.59,22.85,1025.25,25729,0,48.2,349.98
Luklukan,95,942.5,19850.17,9.82,101.27,45.0,2436.78,19362,1,57.95,221.58
Midleton,287,992.4,20282.19,2.03,106.29,49.29,3434.69,23639,0,42.29,333.11
Yashao,83,728.6,24241.4,9.77,87.49,31.56,4351.09,11734,0,34.84,583.67
Zemlyansk,111,359.6,20207.56,13.37,91.51,34.87,968.54,14376,1,66.57,552.2
Camagüey,211,965.8,17314.09,14.59,125.91,44.28,3100.96,8907,0,27.96,604.89
Wilczyce,123,317.4,1227.98,19.28,96.29,26.48,1898.4,25890,0,66.83,29.18
Ruchihe,179,586.0,9954.19,20.98,86.14,48.06,2566.72,19709,0,14.03,67.12
Wan’an,287,1897.7,13381.85,4.73,111.63,28.53,4359.28,10498,0,51.87,5.47
Ichinomiya,178,1010.0,23743.55,14.6,104.57,34.65,2837.3,21398,0,51.7,149.14
San Pablo,221,1491.5,17108.2,3.26,89.31,23.94,823.35,108,0,10.17,307.73
Ruilin,24,1927.7,1537.36,20.56,129.69,46.81,1143.28,8253,1,59.44,414.88
Olszanica,282,1388.3,14468.81,17.52,88.83,23.13,1685.7,8365,1,45.42,183.64
Fengshan,149,1617.5,11893.55,3.78,123.57,18.63,4188.81,11126,0,7.67,347.75
Xiyuan,154,1917.0,1410.03,6.5,95.28,36.85,2619.79,1752,0,33.18,668.11
Growong Lor,293,344.5,4951.59,29.94,107.42,41.42,2863.78,401,1,55.74,421.71
Cruzeiro,91,506.3,23945.59,11.63,80.43,34.97,2645.96,15055,1,64.81,430.57
Hedi,54,1405.6,16393.26,25.51,105.09,29.19,317.64,25195,0,29.27,403.39
Viana do Alentejo,60,1571.6,15833.15,21.19,95.53,29.81,965.54,13584,0,18.54,688.72
Miki,41,1566.6,5284.93,13.63,123.1,21.85,574.41,14716,1,44.65,683.42
New Iloilo,244,644.5,6906.84,3.08,81.24,32.52,2263.27,13645,0,30.97,505.77
Fengsheng,133,2295.1,14887.85,3.54,120.39,20.97,2616.78,16040,1,63.12,415.57
Champigny-sur-Marne,65,1735.8,21097.28,17.31,95.57,32.67,4342.77,4854,0,12.89,219.2
Hanau,155,1123.0,17812.05,26.01,106.72,42.39,837.75,18923,1,48.08,61.02
Glugu,196,1320.3,21036.2,25.06,82.21,48.27,4268.3,24152,1,32.53,424.24
Youhua,61,1170.2,24574.98,24.78,110.05,35.86,2600.01,3033,1,24.31,336.43
Hanfeng,162,394.2,17392.09,9.47,91.37,47.97,1888.15,22700,0,54.52,134.89
Cradock,143,573.6,5686.85,5.61,98.88,38.12,3056.42,21236,1,55.37,406.83
Odiongan,206,1891.5,3086.33,6.83,105.56,34.31,2063.85,3815,1,38.77,246.2
Hengjie,24,757.8,19290.3,6.71,82.46,49.66,2993.88,18497,0,19.81,226.36
Siukh,217,578.5,14153.91,18.9,91.65,29.75,4184.18,18815,1,66.37,678.94
Aleshtar,212,708.8,12721.58,15.4,95.96,39.48,1810.68,11209,1,52.92,136.99
Gexi,122,2230.4,6076.52,24.71,129.22,36.64,3702.9,3876,1,26.03,510.93
Krasnoye,117,1951.6,11318.4,27.37,126.51,34.2,1671.52,10829,1,26.33,173.89
Mirsk,278,1289.4,9692.73,14.17,101.64,45.38,3217.24,22057,0,17.09,419.07
New Orleans,278,666.1,16221.01,28.14,90.5,39.71,2773.91,14633,0,66.44,170.89
Juigalpa,37,299.1,7346.94,11.56,85.35,41.35,3273.4,2190,1,54.08,336.44
Brak,289,1886.0,13238.34,22.4,113.47,22.25,4280.39,8976,1,34.03,229.21
Bestala,208,273.3,14255.82,4.7,125.48,31.21,4489.58,11009,1,42.15,378.54
Araguari,20,2022.3,5253.45,26.74,126.34,42.03,4365.56,9551,0,22.14,125.0
Göteborg,115,1903.0,12282.1,10.02,128.46,25.89,3351.58,15327,1,72.74,59.73
Ciénaga de Oro,25,2334.4,14905.28,19.88,88.31,24.18,1586.49,13134,1,26.65,672.37
Cambebba,209,1085.7,4767.69,23.89,110.81,38.46,1539.85,8768,0,12.64,492.94
Kesambilerenkrajan,100,437.1,9386.41,9.97,99.63,26.97,112.89,4627,1,31.26,407.02
Ráquira,83,280.9,2644.65,10.39,120.27,35.6,4293.63,18513,1,20.68,577.62
Tanout,151,1919.3,19255.32,26.47,128.73,18.33,784.49,7559,1,68.82,392.24
Apuri,164,700.8,3318.69,20.74,102.27,45.37,4121.22,12326,1,16.71,55.92
Chai Badan,199,925.1,6837.41,6.77,102.97,42.06,1008.04,16212,0,55.71,492.35
Aglalana,30,276.6,11442.88,27.24,125.11,31.96,3638.62,20712,0,46.99,356.04
Boju,54,986.2,22167.92,19.9,121.2,23.83,1514.08,6720,1,28.63,273.39
Châtellerault,261,710.7,23085.54,12.79,101.02,24.12,2791.3,14878,1,15.45,16.64
Diamantina,50,2042.0,19916.08,27.93,115.32,19.5,530.03,10487,0,27.94,206.9
Tchaourou,84,451.4,815.58,20.17,113.06,43.29,449.07,9510,1,65.6,10.66
Chrysoúpolis,261,1192.2,17647.75,11.0,81.56,47.72,2493.44,22029,1,58.41,423.61
Siayan,162,2047.9,24038.1,16.76,81.28,22.37,417.88,13354,1,67.16,567.16
Osh,168,914.9,3709.05,0.05,91.33,29.5,1643.49,13097,0,25.49,664.48
Gīvī,262,862.9,13123.46,1.1,85.05,24.85,790.4,20747,0,28.15,398.03
Minjian,173,916.7,6018.34,29.6,103.9,34.31,4157.35,6550,0,33.15,636.68
Shangsha,89,1046.8,12180.48,21.62,112.3,34.75,2017.68,2090,1,42.41,51.89
Hrádek,284,604.8,24466.0,7.67,99.31,48.83,273.16,13813,0,67.5,482.22
Kristiansand S,221,1056.8,16510.17,1.5,124.96,37.18,1438.2,4521,1,52.87,347.32
Telgawah,105,2396.2,18716.2,13.83,88.54,39.15,2284.45,10355,0,7.7,261.67
Port Colborne,199,1486.9,12803.79,4.16,91.34,26.4,630.92,16395,0,41.76,226.14
Bera,24,1555.8,17844.4,12.5,87.32,41.89,3634.37,16962,0,37.12,583.18
Carolina,138,480.6,17667.48,9.8,116.49,24.42,787.62,17957,0,44.04,444.14
Thạnh Mỹ,247,2154.1,14147.95,1.85,122.19,24.68,3337.03,19919,1,68.4,583.82
Amieira do Tejo,224,1877.3,20844.89,10.04,81.0,21.97,3357.76,23234,0,53.17,202.19
Sawara,219,1871.7,14943.15,9.81,96.86,42.71,1054.17,7105,1,31.71,258.88
Chiang Yuen,56,647.8,10875.92,14.12,117.49,23.37,1150.8,19049,1,73.88,485.87
Győr,261,2351.5,7944.21,4.04,124.76,23.76,1149.06,2023,1,70.21,574.72
Pringsewu,53,753.7,6467.94,21.92,85.84,41.11,769.34,3987,1,34.41,462.89
Calaya,245,175.4,8018.5,21.6,112.22,40.92,2551.73,19201,0,44.45,35.67
Tlučná,47,1686.6,8635.12,7.79,94.32,36.07,3219.21,1221,1,26.5,484.5
La Suiza,214,824.8,5763.55,22.51,106.58,29.63,66.66,22619,1,48.53,293.34
Beiyang,167,2204.7,18529.22,21.99,108.05,28.54,3624.37,20469,0,73.95,172.93
Srinjine,250,75.4,3408.36,24.94,84.33,23.89,2691.44,21495,1,19.31,566.52
Dianshui,223,464.9,10252.86,2.1,106.46,29.71,3940.44,5642,0,60.11,495.35
Cihideung Satu,134,2185.6,8579.11,15.03,116.18,33.7,2323.88,1373,0,23.99,642.92
Thiais,131,1244.9,14831.01,18.62,120.23,34.01,1203.53,9140,1,32.15,536.58
Carolina,63,267.5,13328.48,8.42,104.05,23.14,968.64,8255,1,11.14,361.18
Ábrego,179,1439.5,15883.05,20.37,101.05,30.47,2725.96,21523,1,69.45,434.27
Tenkodogo,269,2195.7,1484.74,21.06,80.47,29.01,780.88,16638,0,52.31,583.01
Khelyulya,200,1457.9,12129.2,20.58,121.76,21.06,3037.64,3143,1,73.23,483.35
Barbudo,85,638.8,7206.82,12.53,96.23,33.91,2003.11,5229,1,19.74,561.83
Ylämaa,257,94.9,16641.33,0.54,88.2,34.33,1245.12,8980,1,43.55,170.58
Mizque,46,225.6,13094.31,7.74,84.99,36.83,1884.2,14088,0,45.2,295.14
Al Manshāh,162,329.5,2294.37,6.54,120.85,28.15,767.4,2562,0,55.51,128.09
Aqtoghay,274,484.4,15143.56,15.97,82.75,38.66,1793.36,21892,1,66.45,264.67
Aco,222,1628.8,16092.64,0.85,128.52,40.88,3807.35,10331,1,24.84,269.79
Jifarong,57,647.3,14600.75,9.15,101.78,49.11,1150.02,22610,1,23.85,677.34
Zdolbuniv,178,694.8,21406.32,11.92,96.82,32.56,1536.63,9091,1,68.17,380.51
Cipadung Timur,230,1609.6,2036.84,1.86,103.26,36.27,1513.68,3864,1,33.39,565.06
Kamenka,135,1412.3,5491.71,6.96,110.71,48.75,785.77,15816,1,22.23,488.96
Khŭjand,131,609.6,20283.01,19.33,119.87,32.72,2047.55,211,0,30.22,10.61
Nzérékoré,220,1752.7,22258.39,5.62,99.47,45.67,974.1,532,0,74.12,176.76
Tulungrejo,114,416.0,14962.95,25.57,93.14,41.09,1564.17,20710,0,63.34,339.13
Varāmīn,235,211.5,22340.08,1.58,122.93,25.45,2103.06,14260,0,68.34,201.55
Kot Sultan,60,1102.4,20959.61,3.44,90.33,37.83,3452.67,21076,1,22.48,608.67
Ash Shiḩr,37,1233.3,475.32,18.86,125.02,28.69,4286.47,18648,0,51.39,367.69
Mingyue,180,1648.6,16334.39,15.89,116.3,38.51,187.14,25887,1,41.05,534.96
Huxi,109,2170.1,3522.5,1.0,89.77,32.97,4229.49,18266,0,57.13,141.08
Prinza,130,1356.1,7890.27,26.44,91.08,25.7,2032.79,22845,0,23.75,480.4
Bualu,53,848.3,4687.2,13.03,125.81,23.79,3334.8,22384,1,67.86,656.37
Stan-Bekhtemir,33,669.8,1675.8,20.75,97.19,36.66,3467.17,18091,0,55.47,617.13
Bima,30,758.2,20765.22,20.89,93.59,26.64,2229.35,11623,1,35.14,596.81
Матејче,79,1346.3,2303.58,7.17,88.43,19.38,854.86,15183,0,50.62,590.15
Biny Selo,50,2112.2,3008.32,14.21,116.29,40.29,3777.96,24465,1,63.47,233.54
Veinticinco de Mayo,296,1637.2,9999.7,18.74,109.29,31.23,2476.18,21669,1,54.8,444.6
Pryamitsyno,236,2095.6,13458.22,1.28,102.41,34.63,3581.37,11579,1,55.08,419.54
La Falda,120,1688.1,17021.79,16.88,117.26,40.59,2594.42,7660,0,71.17,528.8
Zevgolateió,171,217.2,21480.45,16.24,110.07,20.23,879.28,12052,0,54.48,512.84
Bërxull,193,1867.7,23542.44,15.36,101.47,42.95,1669.52,20776,1,32.51,451.94
